representation,comparison,relation,bin_left,bin_right,bin_center,density
bioclip,normalized_organ,different,0.6786988353580237,0.6939988908171654,0.6863488630875945,0.036408682169172625
bioclip,normalized_organ,different,0.6939988908171654,0.7092989462763071,0.7016489185467363,0.029103380245260962
bioclip,normalized_organ,different,0.7092989462763071,0.7245990017354489,0.716948974005878,0.02332983517636287
bioclip,normalized_organ,different,0.7245990017354489,0.7398990571945906,0.7322490294650197,0.026393348886390507
bioclip,normalized_organ,different,0.7398990571945906,0.7551991126537323,0.7475490849241615,0.022976352825206024
bioclip,normalized_organ,different,0.7551991126537323,0.770499168112874,0.7628491403833031,0.02156242342057796
bioclip,normalized_organ,different,0.770499168112874,0.7857992235720157,0.7781491958424449,0.02150350969538512
bioclip,normalized_organ,different,0.7857992235720157,0.8010992790311575,0.7934492513015866,0.01885239206170737
bioclip,normalized_organ,different,0.8010992790311575,0.8163993344902991,0.8087493067607283,0.018498909710550623
bioclip,normalized_organ,different,0.8163993344902991,0.8316993899494409,0.82404936221987,0.017379548931886483
bioclip,normalized_organ,different,0.8316993899494409,0.8469994454085827,0.8393494176790118,0.016436929328801114
bioclip,normalized_organ,different,0.8469994454085827,0.8622995008677243,0.8546494731381535,0.015612137176101642
bioclip,normalized_organ,different,0.8622995008677243,0.8775995563268661,0.8699495285972952,0.012843192092038146
bioclip,normalized_organ,different,0.8775995563268661,0.892899611786008,0.885249584056437,0.01042772935913189
bioclip,normalized_organ,different,0.892899611786008,0.9081996672451496,0.9005496395155788,0.007364215649104547
bioclip,normalized_organ,different,0.9081996672451496,0.9234997227042914,0.9158496949747205,0.007128560748333099
bioclip,normalized_organ,different,0.9234997227042914,0.9387997781634332,0.9311497504338623,0.004123960763498487
bioclip,normalized_organ,different,0.9387997781634332,0.9540998336225748,0.946449805893004,0.0020619803817492734
bioclip,normalized_organ,different,0.9540998336225748,0.9693998890817166,0.9617498613521457,0.0004713098015426843
bioclip,normalized_organ,different,0.9693998890817166,0.9846999445408582,0.9770499168112874,5.8913725192836374e-05
bioclip,normalized_organ,different,0.9846999445408582,1.0,0.9923499722704291,0.0
dinov3,species,same,-0.2240044367313385,-0.20870438127219676,-0.2163544090017676,0.0
dinov3,species,same,-0.20870438127219676,-0.19340432581305503,-0.2010543535426259,0.0
dinov3,species,same,-0.19340432581305503,-0.1781042703539133,-0.18575429808348415,0.0
dinov3,species,same,-0.1781042703539133,-0.16280421489477157,-0.17045424262434244,0.0
dinov3,species,same,-0.16280421489477157,-0.14750415943562983,-0.15515418716520069,0.0
dinov3,species,same,-0.14750415943562983,-0.1322041039764881,-0.13985413170605898,0.0
dinov3,species,same,-0.1322041039764881,-0.11690404851734637,-0.12455407624691724,0.002899957414645632
dinov3,species,same,-0.11690404851734637,-0.10160399305820464,-0.1092540207877755,0.02029970190251942
dinov3,species,same,-0.10160399305820464,-0.08630393759906291,-0.09395396532863377,0.0637990631222039
dinov3,species,same,-0.08630393759906291,-0.07100388213992118,-0.07865390986949204,0.110198381756534
dinov3,species,same,-0.07100388213992118,-0.055703826680779445,-0.06335385441035031,0.2464963802448787
dinov3,species,same,-0.055703826680779445,-0.04040377122163771,-0.04805379895120858,0.5103925049776312
dinov3,species,same,-0.04040377122163771,-0.02510371576249598,-0.03275374349206685,0.9279863726866021
dinov3,species,same,-0.02510371576249598,-0.00980366030335425,-0.017453688032925116,1.368779899712738
dinov3,species,same,-0.00980366030335425,0.005496395155787481,-0.0021536325737833845,2.053169849569107
dinov3,species,same,0.005496395155787481,0.020796450614929213,0.013146422885358347,2.6476611195714614
dinov3,species,same,0.020796450614929213,0.036096506074070916,0.028446478344500065,3.1667534967930355
dinov3,species,same,0.036096506074070916,0.051396561533212676,0.043746533803641796,3.1957530709394804
dinov3,species,same,0.051396561533212676,0.06669661699235443,0.059046589262783555,3.4712490253308146
dinov3,species,same,0.06669661699235443,0.08199667245149614,0.07434664472192529,3.514748386550512
dinov3,species,same,0.08199667245149614,0.09729672791063784,0.08964670018106699,3.4712490253308275
dinov3,species,same,0.09729672791063784,0.1125967833697796,0.10494675564020872,3.0391553705486163
dinov3,species,same,0.1125967833697796,0.12789683882892136,0.12024681109935048,2.781059160645156
dinov3,species,same,0.12789683882892136,0.14319689428806306,0.1355468665584922,2.250366953765014
dinov3,species,same,0.14319689428806306,0.15849694974720477,0.15084692201763392,1.8327730860560427
dinov3,species,same,0.15849694974720477,0.17379700520634653,0.16614697747677565,1.6326760244454877
dinov3,species,same,0.17379700520634653,0.1890970606654883,0.1814470329359174,1.5079778556157257
dinov3,species,same,0.1890970606654883,0.20439711612463,0.19674708839505914,1.4006794312738426
dinov3,species,same,0.20439711612463,0.2196971715837717,0.21204714385420084,1.246981688297624
dinov3,species,same,0.2196971715837717,0.23499722704291345,0.22734719931334257,1.1918824974193523
dinov3,species,same,0.23499722704291345,0.2502972825020552,0.24264725477248433,1.0381847544431362
dinov3,species,same,0.2502972825020552,0.2655973379611969,0.25794731023162604,0.9772856487355797
dinov3,species,same,0.2655973379611969,0.2808973934203386,0.27324736569076774,0.8902869262962104
dinov3,species,same,0.2808973934203386,0.2961974488794803,0.28854742114990944,0.846787565076526
dinov3,species,same,0.2961974488794803,0.3114975043386221,0.3038474766090512,0.9076866707840778
dinov3,species,same,0.3114975043386221,0.3267975597977638,0.31914753206819296,0.8264878631740065
dinov3,species,same,0.3267975597977638,0.3420976152569055,0.33444758752733467,0.7684887148810937
dinov3,species,same,0.3420976152569055,0.35739767071604733,0.3497476429864764,0.6669902053684916
dinov3,species,same,0.35739767071604733,0.37269772617518904,0.3650476984456182,0.614790971904875
dinov3,species,same,0.37269772617518904,0.38799778163433074,0.3803477539047599,0.6495904608806227
dinov3,species,same,0.38799778163433074,0.40329783709347244,0.3956478093639016,0.6292907589781032
dinov3,species,same,0.40329783709347244,0.41859789255261415,0.4109478648230433,0.6437905460513313
dinov3,species,same,0.41859789255261415,0.43389794801175596,0.42624792028218506,0.6292907589780987
dinov3,species,same,0.43389794801175596,0.44919800347089767,0.4415479757413268,0.6872899072710159
dinov3,species,same,0.44919800347089767,0.46449805893003937,0.4568480312004685,0.5654916958558992
dinov3,species,same,0.46449805893003937,0.4797981143891812,0.4721480866596103,0.5364921217094389
dinov3,species,same,0.4797981143891812,0.4950981698483229,0.48744814211875204,0.5016926327336951
dinov3,species,same,0.4950981698483229,0.5103982253074646,0.5027481975778938,0.46979310117259315
dinov3,species,same,0.5103982253074646,0.5256982807666063,0.5180482530370354,0.5190923772215691
dinov3,species,same,0.5256982807666063,0.540998336225748,0.5333483084961772,0.5161924198069233
dinov3,species,same,0.540998336225748,0.5562983916848898,0.5486483639553189,0.4900928030751091
dinov3,species,same,0.5562983916848898,0.5715984471440315,0.5639484194144606,0.47269305858723876
dinov3,species,same,0.5715984471440315,0.5868985026031732,0.5792484748736024,0.4610932289286563
dinov3,species,same,0.5868985026031732,0.602198558062315,0.5945485303327441,0.4552933140993617
dinov3,species,same,0.602198558062315,0.6174986135214567,0.6098485857918858,0.5190923772215691
dinov3,species,same,0.6174986135214567,0.6327986689805984,0.6251486412510276,0.5335921642947972
dinov3,species,same,0.6327986689805984,0.6480987244397401,0.6404486967101692,0.47269305858723876
dinov3,species,same,0.6480987244397401,0.6633987798988819,0.655748752169311,0.49299276048975826
dinov3,species,same,0.6633987798988819,0.6786988353580237,0.6710488076284528,0.43499361219684235
dinov3,species,same,0.6786988353580237,0.6939988908171654,0.6863488630875945,0.49299276048975826
dinov3,species,same,0.6939988908171654,0.7092989462763071,0.7016489185467363,0.40309408063574353
dinov3,species,same,0.7092989462763071,0.7245990017354489,0.716948974005878,0.3943942083918038
dinov3,species,same,0.7245990017354489,0.7398990571945906,0.7322490294650197,0.3827943787332241
dinov3,species,same,0.7398990571945906,0.7551991126537323,0.7475490849241615,0.36539463424535024
dinov3,species,same,0.7551991126537323,0.770499168112874,0.7628491403833031,0.31609535819637447
dinov3,species,same,0.770499168112874,0.7857992235720157,0.7781491958424449,0.3856943361478697
dinov3,species,same,0.7857992235720157,0.8010992790311575,0.7934492513015866,0.400194123221095
dinov3,species,same,0.8010992790311575,0.8163993344902991,0.8087493067607283,0.37699446390393554
dinov3,species,same,0.8163993344902991,0.8316993899494409,0.82404936221987,0.30739548595243527
dinov3,species,same,0.8316993899494409,0.8469994454085827,0.8393494176790118,0.2754959543913335
dinov3,species,same,0.8469994454085827,0.8622995008677243,0.8546494731381535,0.23489655058629827
dinov3,species,same,0.8622995008677243,0.8775995563268661,0.8699495285972952,0.2406964654155861
dinov3,species,same,0.8775995563268661,0.892899611786008,0.885249584056437,0.17109748746409134
dinov3,species,same,0.892899611786008,0.9081996672451496,0.9005496395155788,0.1594976578055112
dinov3,species,same,0.9081996672451496,0.9234997227042914,0.9158496949747205,0.22329672092771244
dinov3,species,same,0.9234997227042914,0.9387997781634332,0.9311497504338623,0.1449978707322808
dinov3,species,same,0.9387997781634332,0.9540998336225748,0.946449805893004,0.13919795590299158
dinov3,species,same,0.9540998336225748,0.9693998890817166,0.9617498613521457,0.06959897795149478
dinov3,species,same,0.9693998890817166,0.9846999445408582,0.9770499168112874,0.0028999574146456575
dinov3,species,same,0.9846999445408582,1.0,0.9923499722704291,0.0
dinov3,species,different,-0.2240044367313385,-0.20870438127219676,-0.2163544090017676,0.0
dinov3,species,different,-0.20870438127219676,-0.19340432581305503,-0.2010543535426259,0.0002480287263230879
dinov3,species,different,-0.19340432581305503,-0.1781042703539133,-0.18575429808348415,4.960574526461759e-05
dinov3,species,different,-0.1781042703539133,-0.16280421489477157,-0.17045424262434244,0.0003968459621169407
dinov3,species,different,-0.16280421489477157,-0.14750415943562983,-0.15515418716520069,0.00143856661267391
dinov3,species,different,-0.14750415943562983,-0.1322041039764881,-0.13985413170605898,0.004414911328550965
dinov3,species,different,-0.1322041039764881,-0.11690404851734637,-0.12455407624691724,0.015228963796237597
dinov3,species,different,-0.11690404851734637,-0.10160399305820464,-0.1092540207877755,0.038890904287460185
dinov3,species,different,-0.10160399305820464,-0.08630393759906291,-0.09395396532863377,0.10908303383689406
dinov3,species,different,-0.08630393759906291,-0.07100388213992118,-0.07865390986949204,0.2827527480083202
dinov3,species,different,-0.07100388213992118,-0.055703826680779445,-0.06335385441035031,0.6161033561865504
dinov3,species,different,-0.055703826680779445,-0.04040377122163771,-0.04805379895120858,1.1909843380582035
dinov3,species,different,-0.04040377122163771,-0.02510371576249598,-0.03275374349206685,1.968703212316878
dinov3,species,different,-0.02510371576249598,-0.00980366030335425,-0.017453688032925116,2.8943960246999065
dinov3,species,different,-0.00980366030335425,0.005496395155787481,-0.0021536325737833845,3.76954058265829
dinov3,species,different,0.005496395155787481,0.020796450614929213,0.013146422885358347,4.4017162003105765
dinov3,species,different,0.020796450614929213,0.036096506074070916,0.028446478344500065,4.708081283064863
dinov3,species,different,0.036096506074070916,0.051396561533212676,0.043746533803641796,4.696969596125571
dinov3,species,different,0.051396561533212676,0.06669661699235443,0.059046589262783555,4.440061441400118
dinov3,species,different,0.06669661699235443,0.08199667245149614,0.07434664472192529,4.038552539228318
dinov3,species,different,0.08199667245149614,0.09729672791063784,0.08964670018106699,3.6150682919042776
dinov3,species,different,0.09729672791063784,0.1125967833697796,0.10494675564020872,3.2067137968859334
dinov3,species,different,0.1125967833697796,0.12789683882892136,0.12024681109935048,2.804708837261473
dinov3,species,different,0.12789683882892136,0.14319689428806306,0.1355468665584922,2.4782038219297697
dinov3,species,different,0.14319689428806306,0.15849694974720477,0.15084692201763392,2.184438598472704
dinov3,species,different,0.15849694974720477,0.17379700520634653,0.16614697747677565,1.9465294441835903
dinov3,species,different,0.17379700520634653,0.1890970606654883,0.1814470329359174,1.7263295409539534
dinov3,species,different,0.1890970606654883,0.20439711612463,0.19674708839505914,1.5123799616276636
dinov3,species,different,0.20439711612463,0.2196971715837717,0.21204714385420084,1.368721723341331
dinov3,species,different,0.2196971715837717,0.23499722704291345,0.22734719931334257,1.2298256366003968
dinov3,species,different,0.23499722704291345,0.2502972825020552,0.24264725477248433,1.082099727202368
dinov3,species,different,0.2502972825020552,0.2655973379611969,0.25794731023162604,0.9573412778618565
dinov3,species,different,0.2655973379611969,0.2808973934203386,0.27324736569076774,0.8599651999074118
dinov3,species,different,0.2808973934203386,0.2961974488794803,0.28854742114990944,0.7785125661829098
dinov3,species,different,0.2961974488794803,0.3114975043386221,0.3038474766090512,0.6878828695844482
dinov3,species,different,0.3114975043386221,0.3267975597977638,0.31914753206819296,0.6140695206307022
dinov3,species,different,0.3267975597977638,0.3420976152569055,0.33444758752733467,0.5441254198075912
dinov3,species,different,0.3420976152569055,0.35739767071604733,0.3497476429864764,0.49243623324185604
dinov3,species,different,0.35739767071604733,0.37269772617518904,0.3650476984456182,0.43672898130969395
dinov3,species,different,0.37269772617518904,0.38799778163433074,0.3803477539047599,0.391835781845215
dinov3,species,different,0.38799778163433074,0.40329783709347244,0.3956478093639016,0.3524488201051086
dinov3,species,different,0.40329783709347244,0.41859789255261415,0.4109478648230433,0.31107762855441745
dinov3,species,different,0.41859789255261415,0.43389794801175596,0.42624792028218506,0.2792803458397955
dinov3,species,different,0.43389794801175596,0.44919800347089767,0.4415479757413268,0.2548743191696056
dinov3,species,different,0.44919800347089767,0.46449805893003937,0.4568480312004685,0.2307659269710014
dinov3,species,different,0.46449805893003937,0.4797981143891812,0.4721480866596103,0.2031355268586079
dinov3,species,different,0.4797981143891812,0.4950981698483229,0.48744814211875204,0.18061451850847296
dinov3,species,different,0.4950981698483229,0.5103982253074646,0.5027481975778938,0.1681138707017893
dinov3,species,different,0.5103982253074646,0.5256982807666063,0.5180482530370354,0.1473786691811791
dinov3,species,different,0.5256982807666063,0.540998336225748,0.5333483084961772,0.13234812836599993
dinov3,species,different,0.540998336225748,0.5562983916848898,0.5486483639553189,0.11969866332352158
dinov3,species,different,0.5562983916848898,0.5715984471440315,0.5639484194144606,0.10784289020527882
dinov3,species,different,0.5715984471440315,0.5868985026031732,0.5792484748736024,0.09926109627449997
dinov3,species,different,0.5868985026031732,0.602198558062315,0.5945485303327441,0.09117535979636661
dinov3,species,different,0.602198558062315,0.6174986135214567,0.6098485857918858,0.08110539350764989
dinov3,species,different,0.6174986135214567,0.6327986689805984,0.6251486412510276,0.06756302505040927
dinov3,species,different,0.6327986689805984,0.6480987244397401,0.6404486967101692,0.06309850797659368
dinov3,species,different,0.6480987244397401,0.6633987798988819,0.655748752169311,0.05342538764999323
dinov3,species,different,0.6633987798988819,0.6786988353580237,0.6710488076284528,0.045736497133977164
dinov3,species,different,0.6786988353580237,0.6939988908171654,0.6863488630875945,0.041420797295955755
dinov3,species,different,0.6939988908171654,0.7092989462763071,0.7016489185467363,0.03512086764734931
dinov3,species,different,0.7092989462763071,0.7245990017354489,0.716948974005878,0.03204531144094278
dinov3,species,different,0.7245990017354489,0.7398990571945906,0.7322490294650197,0.028771332253478252
dinov3,species,different,0.7398990571945906,0.7551991126537323,0.7475490849241615,0.027431977131333576
dinov3,species,different,0.7551991126537323,0.770499168112874,0.7628491403833031,0.023810757727016484
dinov3,species,different,0.770499168112874,0.7857992235720157,0.7781491958424449,0.020387961303757862
dinov3,species,different,0.7857992235720157,0.8010992790311575,0.7934492513015866,0.017461222333145295
dinov3,species,different,0.8010992790311575,0.8163993344902991,0.8087493067607283,0.01185577311824371
dinov3,species,different,0.8163993344902991,0.8316993899494409,0.82404936221987,0.011558138646655834
dinov3,species,different,0.8316993899494409,0.8469994454085827,0.8393494176790118,0.007540073280221832
dinov3,species,different,0.8469994454085827,0.8622995008677243,0.8546494731381535,0.005952689431754164
dinov3,species,different,0.8622995008677243,0.8775995563268661,0.8699495285972952,0.004266094092757089
dinov3,species,different,0.8775995563268661,0.892899611786008,0.885249584056437,0.004018065366434002
dinov3,species,different,0.892899611786008,0.9081996672451496,0.9005496395155788,0.0021826527916431935
dinov3,species,different,0.9081996672451496,0.9234997227042914,0.9158496949747205,0.0008432976694984944
dinov3,species,different,0.9234997227042914,0.9387997781634332,0.9311497504338623,9.921149052923463e-05
dinov3,species,different,0.9387997781634332,0.9540998336225748,0.946449805893004,0.0
dinov3,species,different,0.9540998336225748,0.9693998890817166,0.9617498613521457,0.0
dinov3,species,different,0.9693998890817166,0.9846999445408582,0.9770499168112874,0.0
dinov3,species,different,0.9846999445408582,1.0,0.9923499722704291,0.0
dinov3,normalized_organ,same,-0.2240044367313385,-0.20870438127219676,-0.2163544090017676,0.0
dinov3,normalized_organ,same,-0.20870438127219676,-0.19340432581305503,-0.2010543535426259,0.0
dinov3,normalized_organ,same,-0.19340432581305503,-0.1781042703539133,-0.18575429808348415,0.0
dinov3,normalized_organ,same,-0.1781042703539133,-0.16280421489477157,-0.17045424262434244,0.0008499029961676321
dinov3,normalized_organ,same,-0.16280421489477157,-0.14750415943562983,-0.15515418716520069,0.0019831069910578084
dinov3,normalized_organ,same,-0.14750415943562983,-0.1322041039764881,-0.13985413170605898,0.0031163109859479845
dinov3,normalized_organ,same,-0.1322041039764881,-0.11690404851734637,-0.12455407624691724,0.011332039948901761
dinov3,normalized_organ,same,-0.11690404851734637,-0.10160399305820464,-0.1092540207877755,0.020397671908023173
dinov3,normalized_organ,same,-0.10160399305820464,-0.08630393759906291,-0.09395396532863377,0.048444470781555025
dinov3,normalized_organ,same,-0.08630393759906291,-0.07100388213992118,-0.07865390986949204,0.10283826253628349
dinov3,normalized_organ,same,-0.07100388213992118,-0.055703826680779445,-0.06335385441035031,0.1691306962373588
dinov3,normalized_organ,same,-0.055703826680779445,-0.04040377122163771,-0.04805379895120858,0.2915167276854978
dinov3,normalized_organ,same,-0.04040377122163771,-0.02510371576249598,-0.03275374349206685,0.44194955800716873
dinov3,normalized_organ,same,-0.02510371576249598,-0.00980366030335425,-0.017453688032925116,0.678505891940493
dinov3,normalized_organ,same,-0.00980366030335425,0.005496395155787481,-0.0021536325737833845,0.8906983399836784
dinov3,normalized_organ,same,0.005496395155787481,0.020796450614929213,0.013146422885358347,1.14141972385313
dinov3,normalized_organ,same,0.020796450614929213,0.036096506074070916,0.028446478344500065,1.449934511461983
dinov3,normalized_organ,same,0.036096506074070916,0.051396561533212676,0.043746533803641796,1.6737423004527872
dinov3,normalized_organ,same,0.051396561533212676,0.06669661699235443,0.059046589262783555,1.9063324204039953
dinov3,normalized_organ,same,0.06669661699235443,0.08199667245149614,0.07434664472192529,2.0547821437346157
dinov3,normalized_organ,same,0.08199667245149614,0.09729672791063784,0.08964670018106699,2.2154138100102982
dinov3,normalized_organ,same,0.09729672791063784,0.1125967833697796,0.10494675564020872,2.3083365375912845
dinov3,normalized_organ,same,0.1125967833697796,0.12789683882892136,0.12024681109935048,2.3247679955171923
dinov3,normalized_organ,same,0.12789683882892136,0.14319689428806306,0.1355468665584922,2.380011690268097
dinov3,normalized_organ,same,0.14319689428806306,0.15849694974720477,0.15084692201763392,2.382844700255322
dinov3,normalized_organ,same,0.15849694974720477,0.17379700520634653,0.16614697747677565,2.357347610370285
dinov3,normalized_organ,same,0.17379700520634653,0.1890970606654883,0.1814470329359174,2.3310006174890883
dinov3,normalized_organ,same,0.1890970606654883,0.20439711612463,0.19674708839505914,2.1805677871674254
dinov3,normalized_organ,same,0.20439711612463,0.2196971715837717,0.21204714385420084,2.2091811880384027
dinov3,normalized_organ,same,0.2196971715837717,0.23499722704291345,0.22734719931334257,2.134389724375643
dinov3,normalized_organ,same,0.23499722704291345,0.2502972825020552,0.24264725477248433,2.04231689979082
dinov3,normalized_organ,same,0.2502972825020552,0.2655973379611969,0.25794731023162604,1.932112811287754
dinov3,normalized_organ,same,0.2655973379611969,0.2808973934203386,0.27324736569076774,1.8918840694691526
dinov3,normalized_organ,same,0.2808973934203386,0.2961974488794803,0.28854742114990944,1.8032108568689962
dinov3,normalized_organ,same,0.2961974488794803,0.3114975043386221,0.3038474766090512,1.7151042462662722
dinov3,normalized_organ,same,0.3114975043386221,0.3267975597977638,0.31914753206819296,1.6139657897223365
dinov3,normalized_organ,same,0.3267975597977638,0.3420976152569055,0.33444758752733467,1.5609885029612205
dinov3,normalized_organ,same,0.3420976152569055,0.35739767071604733,0.3497476429864764,1.470048882371273
dinov3,normalized_organ,same,0.35739767071604733,0.37269772617518904,0.3650476984456182,1.3128168280802717
dinov3,normalized_organ,same,0.37269772617518904,0.38799778163433074,0.3803477539047599,1.2779708052373986
dinov3,normalized_organ,same,0.38799778163433074,0.40329783709347244,0.3956478093639016,1.2133781775286583
dinov3,normalized_organ,same,0.40329783709347244,0.41859789255261415,0.4109478648230433,1.134053897886346
dinov3,normalized_organ,same,0.41859789255261415,0.43389794801175596,0.42624792028218506,1.0422643743002338
dinov3,normalized_organ,same,0.43389794801175596,0.44919800347089767,0.4415479757413268,1.021300100394773
dinov3,normalized_organ,same,0.44919800347089767,0.46449805893003937,0.4568480312004685,0.9391428107652352
dinov3,normalized_organ,same,0.46449805893003937,0.4797981143891812,0.4721480866596103,0.8609517351178066
dinov3,normalized_organ,same,0.4797981143891812,0.4950981698483229,0.48744814211875204,0.7935260974218473
dinov3,normalized_organ,same,0.4950981698483229,0.5103982253074646,0.5027481975778938,0.7654792985483154
dinov3,normalized_organ,same,0.5103982253074646,0.5256982807666063,0.5180482530370354,0.6960705538612919
dinov3,normalized_organ,same,0.5256982807666063,0.540998336225748,0.5333483084961772,0.6530088020554652
dinov3,normalized_organ,same,0.540998336225748,0.5562983916848898,0.5486483639553189,0.6000315152943451
dinov3,normalized_organ,same,0.5562983916848898,0.5715984471440315,0.5639484194144606,0.5442212185460081
dinov3,normalized_organ,same,0.5715984471440315,0.5868985026031732,0.5792484748736024,0.5079586907095224
dinov3,normalized_organ,same,0.5868985026031732,0.602198558062315,0.5945485303327441,0.48076179483215464
dinov3,normalized_organ,same,0.602198558062315,0.6174986135214567,0.6098485857918858,0.4427994610033371
dinov3,normalized_organ,same,0.6174986135214567,0.6327986689805984,0.6251486412510276,0.3793400372894872
dinov3,normalized_organ,same,0.6327986689805984,0.6480987244397401,0.6404486967101692,0.3606421713737992
dinov3,normalized_organ,same,0.6480987244397401,0.6633987798988819,0.655748752169311,0.31304760358841177
dinov3,normalized_organ,same,0.6633987798988819,0.6786988353580237,0.6710488076284528,0.2708357547787506
dinov3,normalized_organ,same,0.6786988353580237,0.6939988908171654,0.6863488630875945,0.25922041383112826
dinov3,normalized_organ,same,0.6939988908171654,0.7092989462763071,0.7016489185467363,0.21899167201252695
dinov3,normalized_organ,same,0.7092989462763071,0.7245990017354489,0.716948974005878,0.20114370909300516
dinov3,normalized_organ,same,0.7245990017354489,0.7398990571945906,0.7322490294650197,0.19349458212749795
dinov3,normalized_organ,same,0.7398990571945906,0.7551991126537323,0.7475490849241615,0.18329574617348632
dinov3,normalized_organ,same,0.7551991126537323,0.770499168112874,0.7628491403833031,0.16318137526418566
dinov3,normalized_organ,same,0.770499168112874,0.7857992235720157,0.7781491958424449,0.15014952932294862
dinov3,normalized_organ,same,0.7857992235720157,0.8010992790311575,0.7934492513015866,0.13626778038554294
dinov3,normalized_organ,same,0.8010992790311575,0.8163993344902991,0.8087493067607283,0.10340486453372952
dinov3,normalized_organ,same,0.8163993344902991,0.8316993899494409,0.82404936221987,0.09575573756821937
dinov3,normalized_organ,same,0.8316993899494409,0.8469994454085827,0.8393494176790118,0.06997534668446799
dinov3,normalized_organ,same,0.8469994454085827,0.8622995008677243,0.8546494731381535,0.056660199744509324
dinov3,normalized_organ,same,0.8622995008677243,0.8775995563268661,0.8699495285972952,0.047877868784109684
dinov3,normalized_organ,same,0.8775995563268661,0.892899611786008,0.885249584056437,0.03966213982115595
dinov3,normalized_organ,same,0.892899611786008,0.9081996672451496,0.9005496395155788,0.028046798873532112
dinov3,normalized_organ,same,0.9081996672451496,0.9234997227042914,0.9158496949747205,0.026630293879918995
dinov3,normalized_organ,same,0.9234997227042914,0.9387997781634332,0.9311497504338623,0.01473165193357221
dinov3,normalized_organ,same,0.9387997781634332,0.9540998336225748,0.946449805893004,0.013598447938682237
dinov3,normalized_organ,same,0.9540998336225748,0.9693998890817166,0.9617498613521457,0.00679922396934102
dinov3,normalized_organ,same,0.9693998890817166,0.9846999445408582,0.9770499168112874,0.0002833009987225466
dinov3,normalized_organ,same,0.9846999445408582,1.0,0.9923499722704291,0.0
dinov3,normalized_organ,different,-0.2240044367313385,-0.20870438127219676,-0.2163544090017676,0.0
dinov3,normalized_organ,different,-0.20870438127219676,-0.19340432581305503,-0.2010543535426259,0.00029456862596417924
dinov3,normalized_organ,different,-0.19340432581305503,-0.1781042703539133,-0.18575429808348415,5.891372519283585e-05
dinov3,normalized_organ,different,-0.1781042703539133,-0.16280421489477157,-0.17045424262434244,0.00029456862596417924
dinov3,normalized_organ,different,-0.16280421489477157,-0.14750415943562983,-0.15515418716520069,0.0012961019542423887
dinov3,normalized_organ,different,-0.14750415943562983,-0.1322041039764881,-0.13985413170605898,0.004595270565041196
dinov3,normalized_organ,different,-0.1322041039764881,-0.11690404851734637,-0.12455407624691724,0.015788878351680007
dinov3,normalized_organ,different,-0.11690404851734637,-0.10160399305820464,-0.1092540207877755,0.04235896841364897
dinov3,normalized_organ,different,-0.10160399305820464,-0.08630393759906291,-0.09395396532863377,0.1207731366453135
dinov3,normalized_organ,different,-0.08630393759906291,-0.07100388213992118,-0.07865390986949204,0.3166612729114927
dinov3,normalized_organ,different,-0.07100388213992118,-0.055703826680779445,-0.06335385441035031,0.7015446395962892
dinov3,normalized_organ,different,-0.055703826680779445,-0.04040377122163771,-0.04805379895120858,1.364206220565307
dinov3,normalized_organ,different,-0.04040377122163771,-0.02510371576249598,-0.03275374349206685,2.2650559924889597
dinov3,normalized_organ,different,-0.02510371576249598,-0.00980366030335425,-0.017453688032925116,3.3242069440057627
dinov3,normalized_organ,different,-0.00980366030335425,0.005496395155787481,-0.0021536325737833845,4.333340142833848
dinov3,normalized_organ,different,0.005496395155787481,0.020796450614929213,0.013146422885358347,5.04407532356022
dinov3,normalized_organ,different,0.020796450614929213,0.036096506074070916,0.028446478344500065,5.354315000425703
dinov3,normalized_organ,different,0.036096506074070916,0.051396561533212676,0.043746533803641796,5.295165620332076
dinov3,normalized_organ,different,0.051396561533212676,0.06669661699235443,0.059046589262783555,4.947280073068381
dinov3,normalized_organ,different,0.06669661699235443,0.08199667245149614,0.07434664472192529,4.440445295234432
dinov3,normalized_organ,different,0.08199667245149614,0.09729672791063784,0.08964670018106699,3.903211035200961
dinov3,normalized_organ,different,0.09729672791063784,0.1125967833697796,0.10494675564020872,3.39013140249654
dinov3,normalized_organ,different,0.1125967833697796,0.12789683882892136,0.12024681109935048,2.904034255930452
dinov3,normalized_organ,different,0.12789683882892136,0.14319689428806306,0.1355468665584922,2.4939947285883246
dinov3,normalized_organ,different,0.14319689428806306,0.15849694974720477,0.15084692201763392,2.1360349343166534
dinov3,normalized_organ,different,0.15849694974720477,0.17379700520634653,0.16614697747677565,1.8547218965208547
dinov3,normalized_organ,different,0.17379700520634653,0.1890970606654883,0.1814470329359174,1.5961495566494988
dinov3,normalized_organ,different,0.1890970606654883,0.20439711612463,0.19674708839505914,1.371158040138064
dinov3,normalized_organ,different,0.20439711612463,0.2196971715837717,0.21204714385420084,1.1914711782999143
dinov3,normalized_organ,different,0.2196971715837717,0.23499722704291345,0.22734719931334257,1.0409466104322147
dinov3,normalized_organ,different,0.23499722704291345,0.2502972825020552,0.24264725477248433,0.8815260700604028
dinov3,normalized_organ,different,0.2502972825020552,0.2655973379611969,0.25794731023162604,0.7550383020713856
dinov3,normalized_organ,different,0.2655973379611969,0.2808973934203386,0.27324736569076774,0.6459889967394462
dinov3,normalized_organ,different,0.2808973934203386,0.2961974488794803,0.28854742114990944,0.5668089500802748
